,name,type,review,area
454,송도 해수피아,즐길거리/랜드마크,67.0,부산
455,도산서원,즐길거리/랜드마크,67.0,경상북도
456,암남공원,자연/공원,67.0,부산
457,스타일난다 핑크호텔,쇼핑몰/백화점,67.0,서울
458,Korean Tour Guide,행사/투어,66.0,서울
459,여주 프리미엄 아울렛,쇼핑몰/백화점,66.0,경기도
460,포천 아트밸리,자연/공원,66.0,경기도
461,부평 시장,쇼핑몰/백화점,66.0,부산
462,성남중앙공원,자연/공원,65.0,경기도
463,초당동 순두부 마을,즐길거리/랜드마크,65.0,강원도
464,Withlocals.com Private Tours in Seoul,행사/투어,65.0,서울
465,안목 해수욕장,자연/공원,65.0,강원도
466,한국관광공사 관광안내전시관,즐길거리/랜드마크,65.0,서울
467,마라도,자연/공원,64.0,제주도
468,김유신장군묘,즐길거리/랜드마크,64.0,경상북도
469,효원의 종,즐길거리/랜드마크,64.0,경기도
470,블루 스퀘어,전시/극장/공연,64.0,서울
471,제주항공우주박물관,전시/극장/공연,64.0,제주도
472,분황사,즐길거리/랜드마크,64.0,경상북도
473,성남 아트센터,즐길거리/랜드마크,64.0,경기도
474,itseoulgood,행사/투어,63.0,서울
475,상동호수공원,자연/공원,63.0,경기도
476,세종 문화 회관,전시/극장/공연,63.0,서울
477,신화테마파크,테마파크/게임,63.0,제주도
478,카카오프렌즈 홍대 플래그십 스토어,쇼핑몰/백화점,63.0,서울
479,병산서원,즐길거리/랜드마크,62.0,경상북도
480,와우정사,즐길거리/랜드마크,62.0,경기도
481,초량이바구길,즐길거리/랜드마크,62.0,부산
482,케이메모리즈,행사/투어,62.0,서울
483,제주 월드컵 경기장,테마파크/게임,62.0,제주도
484,명동 실탄 사격장,테마파크/게임,62.0,서울
485,롯데월드 스타 애비뉴,테마파크/게임,62.0,서울
486,영금정,즐길거리/랜드마크,61.0,강원도
487,클라이브,전시/극장/공연,61.0,서울
488,제주51,행사/투어,61.0,제주도
489,코리아 투어 플래너,행사/투어,61.0,서울
