랭킹	지역	상호명	업종	주소	경도	위도
2790	서울	나주관	한식	강동구 성내동	127.1289934	37.53049
2791	서울	므르므르드마르젬(Murmur de margem)	양식	동대문구 이문동	127.0632547	37.5994572
2792	서울	전라도 전주집 언니순대	한식	관악구 신림동	126.9358097	37.463203
2793	전북	초담불고기	한식	전주시 덕진구 덕진동2가	127.1135638	35.845499
2794	서울	루부카페(LuVu 카페)	카페/주점	서울시 중구 을지로6가	126.9792164	37.565377
2795	경남	동광식당	한식	경남 통영시 중앙동	128.4228656	34.844853
2796	충남	장딴지족발	한식	천안시 서북구 불당동	127.1062963	36.8086528
2797	경기	시골애 수원영통점	한식	수원시 영통구 영통동	127.0723406	37.2548631
2798	강원	엄마손막국수	한식	강원 강릉시 난곡동	128.8762025	37.790994
2799	서울	크라이로드노이	기타/세계	서울시 중구 을지로6가	126.9792164	37.565377
2800	서울	진상 서초본점	일식	서초구 서초동	127.0168004	37.4883773
2801	경기	레이지민트	카페/주점	성남시 분당구 백현동	127.1013084	37.3849594
2802	서울	인사동두부마을	한식	종로구 관훈동	126.9846777	37.5741551
2803	서울	퓨어아레나(Purearena)	카페/주점	종로구 신문로2가	126.9792345	37.5731711
2804	경기	병천아우내장터순대 광명점	한식	경기 광명시 소하동	126.8818664	37.4397553
2805	경남	달반늘숯불장어구이	한식	경남 남해군 삼동면	128.0198242	34.7952112
2806	강원	주문진쌈밥	한식	강원 강릉시 주문진읍	128.7622287	37.886672
2807	대구	벙글벙글찜갈비	한식	대구 서울시 중구 동인동1가	128.6018115	35.8714168
2808	충남	앤셜리	카페/주점	충남 아산시 용화동	126.9998838	36.7708762
2809	서울	신촌황소곱창종로점	한식	종로구 관철동	126.9860024	37.5691297
2810	서울	트리아농(Treeanon)	카페/주점	강남구 청담동	127.0504711	37.5243974
2811	서울	옥상달빛	한식	마포구 서교동	126.9187795	37.5538373
2812	서울	다경향실대익보이차	카페/주점	종로구 관훈동	126.9846777	37.5741551
2813	서울	진미족발	한식	서울시 중구 다동	126.9811854	37.5679079
2814	경기	미식가	한식	경기 여주시 점동면	127.6839412	37.1911398
2815	강원	일점오닭갈비	한식	강원 춘천시 후평3동	127.7538541	37.8765292
2816	경기	석산민물고기	한식	수원시 팔달구 인계동	127.0298898	37.268733
2817	제주	위키맨더라운지(W.M the lounge)	카페/주점	제주 제주시 건입동	126.5426562	33.5152292
2818	서울	돈존참나무장작구이	한식	종로구 인사동	126.9860692	37.5717162
2819	서울	남경	중식	구로구 구로동	126.8846848	37.494232
2820	서울	이음	양식	성동구 성수동2가	127.0565313	37.540854
2821	서울	소복소복	카페/주점	강남구 신사동	127.0265061	37.5238058
2822	서울	쌈마을	한식	관악구 낙성대동	126.958383	37.4762802
2823	서울	빈트윈(Beantween)	카페/주점	강남구 논현동	127.0317166	37.5136758
2824	전북	원조전주맛집	한식	전북 무주군 설천면	127.7830903	35.9543251
2825	서울	성균관감자탕	한식	종로구 명륜3가	126.9931486	37.5882207
2826	서울	마르	한식	은평구 갈현동	126.9135743	37.6215469
2827	경기	늦은아침	카페/주점	경기 의정부시 의정부동	127.0422196	37.7374697
2828	서울	크러스티	카페/주점	종로구 동숭동	127.0048792	37.5814003
2829	서울	늘푸른가든	한식	용산구 한남동	127.0051795	37.5375402
2830	경기	명품간장게장	한식	경기 화성시 남양동	126.9962834	37.2098011
2831	부산	삼대돼지불고기	한식	부산 동래구 온천동	129.0681794	35.2138814
2832	서울	삼호복집	한식	서대문구 창천동	126.9342153	37.5586991
2833	강원	차이루	중식	강원 강릉시 교동	128.8880235	37.767407
2834	경기	여명2호점	한식	경기 화성시 정남면	126.9861434	37.1618216
2835	서울	우스시게	일식	종로구 관철동	126.9860024	37.5691297
2836	서울	청춘식당 미래소년	양식	강남구 논현동	127.0317166	37.5136758
2837	서울	미림통통	한식	관악구 서원동	126.9313252	37.4796607
2838	강원	연곡면옥	한식	강원 강릉시 연곡면	128.6944565	37.828093
2839	인천	바다향기	기타/세계	인천 옹진군 영흥면	126.4680971	37.2573359
2840	강원	솔향한우촌	한식	강원 강릉시 연곡면	128.6944565	37.828093
2841	서울	진한방삼계탕	한식	광진구 능동	127.0817366	37.5505767
2842	전북	옛촌막걸리	카페/주점	전주시 덕진구 인후동1가	127.1597836	35.832645
2843	경기	커피프라넬 지산점	카페/주점	경기 이천시 마장면	127.3708228	37.2496616
2844	강원	윤가네한우마을	한식	강원 정선군 고한읍	128.8710148	37.1921714
2845	경북	안동위생찜닭	한식	경북 안동시 남문동	128.7283459	36.5644232
2846	경남	오승민더차이나	중식	경남 진주시 상대동	128.1117533	35.183368
2847	경북	커피볶는집 품안	카페/주점	경북 경주시 하동	129.3149868	35.8050723
2848	서울	종로설렁탕	한식	종로구 종로3가	126.9781025	37.5698545
2849	부산	창고1974	한식	부산 해운대구 우1동	129.1579239	35.1628318
2850	서울	쿠시카츠다루마 강남점	일식	강남구 역삼동	127.0385535	37.5000807
2851	서울	와라쿠샤샤 파미에스테이션점	일식	서초구 반포동	127.0007619	37.503966
2852	경기	카페타비	카페/주점	경기 김포시 구래동	126.629102	37.6438035
2853	제주	탑동산호전복	한식	제주 제주시 삼도이동	126.5212166	33.5126671
2854	서울	용금옥	한식	서울시 중구 다동	126.9811854	37.5679079
2855	부산	토리고야	카페/주점	부산 서울시 중구 부평동2가	129.0750895	35.1798382
2856	충남	산야들이	한식	충남 아산시 송악면	126.994188	36.7035025
2857	경기	명문가천안생태찌개전문	한식	수원시 장안구 파장동	126.9971533	37.3218401
2858	강원	금대리막국수	한식	강원 원주시 판부면	127.9896369	37.2812498
2859	서울	1식당	일식	마포구 합정동	126.9090439	37.547026
2860	서울	강풍돼지갈비	한식	성북구 동선동2가	127.020026	37.5901769
2861	서울	잰부닥	한식	강남구 도곡동	127.0452819	37.4885928
2862	서울	브루클린더버거조인트 가로수길점	패스트푸드	강남구 신사동	127.0265061	37.5238058
2863	제주	제라진흑돼지	한식	제주 서귀포시 중문동	126.4426422	33.3064535
2864	제주	성배네아강발	한식	제주 제주시 용담이동	126.5005797	33.5067031
2865	인천	중국제과 담	베이커리	인천 서울시 중구 북성동3가	126.7053009	37.4561358
2866	서울	곳간by이종국	한식	영등포구 여의도동	126.9284428	37.5286693
2867	강원	현대전집	한식	강원 속초시 교동	128.573907	38.2018975
2868	전북	반달곰	카페/주점	전주시 완산구 중화산동2가	127.1222499	35.8177034
2869	인천	마노디셰프(인천점)	양식	인천 남동구 구월1동	126.7116379	37.4524027
2870	강원	잉꼬부부횟집	한식	강원 양양군 현남면	128.7383652	37.938929
2871	강원	신아서원	중식	강원 강릉시 내곡동	128.8817197	37.7373874
2872	전북	뽀빠이냉면	한식	전북 군산시 장재동	126.7190599	35.9782021
2873	경기	꼿그이	한식	경기 파주시 문발동	126.6897551	37.7160589
2874	제주	키다리아저씨	한식	제주 제주시 우도면	126.9554783	33.5054232
2875	서울	붓처스컷 삼성점	양식	강남구 삼성동	127.0561233	37.5139725
2876	강원	연곡꾹저구탕	한식	강원 강릉시 연곡면	128.6944565	37.828093
2877	인천	뉴욕반점	중식	인천 부평구 부평1동	126.7200466	37.4941667
2878	전남	순천제일식당	한식	전남 순천시 동외동	127.4878935	34.9566975
2879	서울	대문	한식	도봉구 방학3동	127.0279358	37.6592884
2880	충남	바다꽃게장	일식	충남 태안군 태안읍	126.3125879	36.7535161
2881	서울	샹그라	중식	광진구 군자동	127.073671	37.5530367
2882	경기	이명손닭강정	한식	경기 파주시 동패동	126.7232914	37.7122012
2883	전북	바이킹스(VIKINGS) 전주점	뷔페	전주시 완산구 효자동2가	127.0992343	35.8057802
2884	서울	양반댁	한식	종로구 인사동	126.9860692	37.5717162
2885	서울	중화원	중식	은평구 불광동	126.9355731	37.6191524
2886	강원	동해막국수	한식	강원 양양군 현남면	128.7383652	37.938929
2887	서울	마루방국시보쌈 잠원점	한식	서초구 잠원동	127.0090972	37.5151011
2888	인천	신승반점	중식	인천 서울시 중구 북성동2가	126.7053009	37.4561358
2889	제주	장춘육당	한식	제주 제주시 연동	126.4951879	33.4575565
2890	제주	스푼더마켓 제주점	한식	제주 제주시 연동	126.4951879	33.4575565
2891	서울	딘타이펑 김포공항점	중식	서울시 강서구 방화동	126.8139205	37.5754101
2892	서울	카에루	일식	마포구 합정동	126.9090439	37.547026
2893	경기	모티마할	기타/세계	경기 평택시 평택동	127.0845899	36.9898157
2894	경기	성국갈비	한식	수원시 장안구 정자동	126.9925347	37.297625
2895	충북	샷보로일식	일식	청주시 서원구 사직동	127.4762711	36.6366932
2896	서울	아키노유키	일식	강동구 천호동	127.1276323	37.5443741
2897	경기	이것이짬뽕	기타/세계	성남시 분당구 정자동	127.115507	37.3644048
2898	경기	만선회집	일식	경기 시흥시 정왕동	126.7282594	37.349711
2899	서울	유로포차	카페/주점	강남구 논현동	127.0317166	37.5136758
2900	제주	어촌계식당	한식	제주 서귀포시 대정읍	126.2470481	33.2564443
2901	제주	귤하르방	베이커리	제주 제주시 이도일동	126.5275275	33.5054486
2902	서울	아이러브신당동	분식	서울시 중구 신당동	127.0136691	37.5579119
2903	제주	뽕바당짬뽕	중식	제주 제주시 용담삼동	126.4956874	33.5157766
2904	충남	에버그린	양식	충남 아산시 배방읍	127.068371	36.7540939
2905	서울	원할머니본가	한식	서울시 중구 황학동	127.0208415	37.5685408
2906	서울	한식저잣거리 디큐브점	한식	구로구 신도림동	126.8821887	37.5099496
2907	충남	청국장집	한식	충남 아산시 온천동	127.0008608	36.7862221
2908	부산	밍주	중식	부산 해운대구 중동	129.1767436	35.1625063
2909	경기	태화루	중식	경기 평택시 지산동	127.0794179	37.07586
2910	경북	영양마을	한식	포항시 북구 죽도동	129.3595119	36.0261032
2911	대전	공주칼국수	한식	대전 서구 괴정동	127.3799777	36.3386922
2912	충남	달인	한식	충남 태안군 안면읍	126.3577768	36.5210048
2913	제주	해송횟집	한식	제주 서귀포시 대포동	126.4486298	33.273305
2914	제주	희신이네	한식	제주 서귀포시 서홍동	126.5409432	33.2870452
2915	서울	김밥25 강남CGV점	분식	강남구 역삼동	127.0385535	37.5000807
2916	서울	미니미	일식	영등포구 영등포동3가	126.9079017	37.5182634
2917	경기	탈리	기타/세계	성남시 분당구 서현동	127.1344371	37.38226
2918	제주	웅담식당	한식	제주 서귀포시 서귀동	126.563701	33.2451152
2919	서울	모모스테이크 건대점	양식	광진구 화양동	127.0734074	37.5432492
2920	서울	코코이찌방야 건대스타시티점	일식	광진구 자양동	127.0745233	37.5316976
2921	서울	신촌수제비	분식	서대문구 창천동	126.9342153	37.5586991
2922	강원	유디트의정원	카페/주점	강원 강릉시 저동	128.8926689	37.7988263
2923	강원	짬뽕집	중식	강원 동해시 천곡동	129.0987282	37.5205716
2924	서울	삼정복집	일식	강남구 삼성동	127.0561233	37.5139725
2925	경기	장수촌	한식	안산시 단원구 화정동	126.8282838	37.3561234
2926	대구	또이스치킨찜닭	한식	대구 남구 대명동	128.5769471	35.8372706
2927	부산	초량밀면	한식	부산 동구 초량동	129.0373388	35.1205765
2928	경기	하루레스토랑	양식	경기 의왕시 학의동	127.0135488	37.3760602
2929	경기	안동한우	한식	안양시 동안구 평촌동	126.9679972	37.3887369
2930	대구	중앙떡볶이	분식	대구 서울시 중구 동성로2가	128.6018115	35.8714168
2931	서울	도원스타일	중식	강남구 압구정동	127.0284752	37.530733
2932	경기	아티제 분당정자점	뷔페	성남시 분당구 정자동	127.115507	37.3644048
2933	제주	영해식당	한식	제주 서귀포시 대정읍	126.2470481	33.2564443
2934	서울	올반(olbaan) 대학로점	뷔페	종로구 혜화동	127.0017593	37.5878163
2935	부산	옛날오막집	한식	부산 서구 동대신동1가	129.0222314	35.1099872
2936	제주	솔향흑돼지	한식	제주 제주시 애월읍	126.3939726	33.4110375
2937	제주	동도원	한식	제주 제주시 연동	126.4951879	33.4575565
2938	경기	숙아채콩나물국밥	한식	경기 광주시 오포읍	127.2121258	37.3617178
2939	제주	남양수산	일식	제주 서귀포시 성산읍	126.8647385	33.4180242
2940	강원	후포식당	한식	강원 속초시 청학동	128.5844857	38.2026562
2941	경기	스시노백쉐프 평택비전22호점	일식	경기 평택시 비전동	127.104412	36.9998343
2942	서울	펫사운즈(Pet Sounds)	카페/주점	용산구 이태원동	126.9925274	37.5385142
2943	서울	소문난대구왕뽈찜	한식	관악구 낙성대동	126.958383	37.4762802
2944	서울	구스테이크(GOO STK 528)	양식	강남구 신사동	127.0265061	37.5238058
2945	강원	오무라안	일식	강원 강릉시 포남동	128.9079682	37.7741028
2946	제주	옛날옛적	한식	제주 서귀포시 성산읍	126.8647385	33.4180242
2947	강원	호산한우구이촌	한식	강원 삼척시 원덕읍	129.2771762	37.1825059
2948	제주	무궁화(롯데호텔제주)	한식	제주 서귀포시 색달동	126.4193099	33.2939785
2949	경기	어랑손만두국	한식	경기 남양주시 금곡동	127.2121585	37.6320366
2950	경기	카페886	카페/주점	경기 광명시 하안동	126.8698804	37.4590498
2951	서울	쉐라톤서울디큐브시티호텔 피스트	뷔페	구로구 신도림동	126.8821887	37.5099496
2952	강원	까치둥지	한식	강원 원주시 단구동	127.955239	37.3238284
2953	대구	벨로 이태리	양식	대구 남구 대명동	128.5769471	35.8372706
2954	제주	제주흑돈세상수라간	한식	제주 서귀포시 서홍동	126.5409432	33.2870452
2955	부산	춘하추동밀면 해운대점	한식	부산 해운대구 우동	129.147889	35.1743658
2956	강원	시골이모순두부	한식	강원 속초시 노학동	128.5298905	38.190599
2957	부산	쌍둥이돼지국밥	한식	부산 남구 대연1동	129.0934871	35.1345232
2958	서울	참숯닭	한식	서초구 양재동	127.0374214	37.4719677
2959	서울	잇츠크리스피 본점	베이커리	서울시 중구 을지로2가	126.9792164	37.565377
2960	강원	동보성	중식	강원 강릉시 금학동	128.896405	37.7537202
2961	부산	사이공	기타/세계	부산 수영구 남천동	129.1096594	35.1441292
2962	부산	베네치아	양식	부산 해운대구 우동	129.147889	35.1743658
2963	강원	고성생선찜	한식	강원 강릉시 입암동	128.9167524	37.7574201
2964	서울	아웃도어나무(OUTDOOR NAMU)	양식	강남구 신사동	127.0265061	37.5238058
2965	광주	민속촌	한식	광주 동구 광산동	126.919479	35.1464927
2966	부산	신가네호떡김밥떡볶이	분식	부산 동래구 복천동	129.0883161	35.2067975
2967	경기	연경 수내점	중식	성남시 분당구 수내동	127.1228496	37.3727404
2968	경기	털보네떡볶이	분식	경기 군포시 산본동	126.9228488	37.3611222
2969	제주	씨푸드샹그릴라	뷔페	제주 서귀포시 색달동	126.4193099	33.2939785
2970	경기	코코이찌방야 롯데백화점평촌점	일식	안양시 동안구 호계동	126.9544704	37.3780306
2971	경남	생생굴마을대풍관	한식	경남 통영시 동호동	128.4305792	34.8415536
2972	제주	르꼬숑(LE COCHON)	양식	제주 제주시 노형동	126.4850955	33.448472
2973	제주	백사장횟집	일식	제주 서귀포시 표선면	126.7684658	33.3748019
2974	제주	"위더스트래블(With us, Travel)"	카페/주점	제주 제주시 아라일동	126.5580914	33.4287954
2975	서울	부다스밸리	기타/세계	용산구 이태원동	126.9925274	37.5385142
2976	서울	곤드레쌈밥집 보광점	한식	용산구 보광동	127.0009316	37.526872
2977	경기	대유평	한식	수원시 장안구 조원동	127.0150768	37.3040502
2978	제주	항구식당	한식	제주 서귀포시 대정읍	126.2470481	33.2564443
2979	서울	비스트로드욘트빌	양식	강남구 청담동	127.0504711	37.5243974
2980	서울	김만수	한식	마포구 도화동	126.9500211	37.5397567
2981	제주	토방	한식	제주 서귀포시 서호동	126.5181645	33.2857209
2982	전북	팔도명가	한식	전주시 완산구 서신동	127.1158685	35.8323389
2983	서울	창수린	기타/세계	용산구 후암동	126.9806271	37.5499003
2984	서울	김록훈베이커리	베이커리	강남구 논현동	127.0317166	37.5136758
2985	경북	해동식당	한식	경북 경주시 동부동	129.2120359	35.8457384
2986	경기	파파마마 안양평촌점	카페/주점	안양시 동안구 비산동	126.9466391	37.4132015
2987	서울	반얀트리호텔 그라넘다이닝라운지	기타/세계	서울시 중구 장충동2가	127.0005902	37.5549906
2988	경북	연일물회	한식	포항시 남구 연일읍	129.3165107	36.0041873
2989	전북	담소	한식	전주시 완산구 효자동3가	127.0965305	35.8247053
2990	서울	할머니의레시피	한식	성동구 성수동1가	127.0427601	37.5435094
2991	제주	카페숑	카페/주점	제주 서귀포시 남원읍	126.6661091	33.3283211
2992	경기	횡성생고기	한식	안산시 단원구 신길동	126.7689903	37.3312018
2993	충남	더올드밀	양식	천안시 동남구 신방동	127.1271666	36.7777898
2994	경기	좋은고기먹는날(장안면옥)	한식	수원시 장안구 천천동	126.9777312	37.2963537
2995	서울	베러댄비프(BETTER THAN BEEF)	양식	강남구 신사동	127.0265061	37.5238058
2996	서울	매드포갈릭 봉은사로점	양식	강남구 삼성동	127.0561233	37.5139725
2997	전남	어우림	한식	전남 순천시 석현동	127.4573844	34.9855738
2998	경기	파스타스토리	양식	고양시 일산동구 장항동	126.7596589	37.6471046
2999	제주	오가네전복설렁탕	한식	제주 서귀포시 토평동	126.5731412	33.2874822
3000	부산	원조할매복국	한식	부산 해운대구 중1동	129.1642313	35.1625551
3001	서울	퀸스파크 반포서래점	양식	서초구 방배동	126.9931168	37.4794917
3002	강원	웰쿡(Well Cook)	양식	강원 강릉시 임당동	128.8943986	37.7557898
3003	대전	파더스스테이크하우스	양식	대전 서구 둔산동	127.3890119	36.3557993
3004	제주	흑한우명품관	한식	제주 서귀포시 토평동	126.5731412	33.2874822
3005	서울	무너섬 본점	일식	강남구 신사동	127.0265061	37.5238058
3006	서울	언양불고기	한식	강남구 논현동	127.0317166	37.5136758
3007	경기	경원궁	한식	경기 화성시 능동	127.0543304	37.2067465
3008	서울	올킬떡볶이	분식	용산구 이태원동	126.9925274	37.5385142
3009	전남	무정식당	한식	전남 담양군 담양읍	126.9826119	35.3208704
3010	부산	해운대가야밀면	한식	부산 해운대구 좌동	129.1742275	35.1844701
3011	제주	금데기횟집	일식	제주 서귀포시 표선면	126.7684658	33.3748019
3012	전남	나무별	카페/주점	전남 순천시 장천동	127.4888457	34.9497152
3013	전북	풀꽃세상	뷔페	전주시 완산구 중인동	127.0893951	35.7556022
3014	충북	착한돼지	뷔페	청주시 상당구 북문로1가	127.4884844	36.6346825
3015	전북	틈	카페/주점	전북 군산시 영화동	126.7111651	35.9891217
3016	서울	가람국시	한식	강남구 논현동	127.0317166	37.5136758
3017	강원	김선장바다횟집 양양점	한식	강원 양양군 손양면	128.6522242	38.0472779
3018	경기	도쿄하야시라이스클럽 수원점	일식	수원시 팔달구 매산로1가	127.001792	37.2671027
3019	서울	크리스탈제이드 압구정점	중식	강남구 압구정동	127.0284752	37.530733
3020	부산	유메	일식	부산 해운대구 중1동	129.1642313	35.1625551
3021	서울	대치정육식당	한식	강남구 대치동	127.0633438	37.4991896
3022	제주	삿뽀로우동집	일식	제주 서귀포시 서귀동	126.563701	33.2451152
3023	강원	라메블루(LA MER BLEUE)	카페/주점	강원 양양군 강현면	128.5606315	38.1292803
3024	강원	옛골	한식	강원 속초시 중앙동	128.5892197	38.2063715
3025	제주	미소녀	분식	제주 서귀포시 성산읍	126.8647385	33.4180242
3026	경기	우정집	한식	경기 안성시 동본동	127.2718589	37.0070353
3027	서울	송죽장	중식	영등포구 영등포동4가	126.9035746	37.5178899
3028	경기	카페드로잉	카페/주점	성남시 분당구 정자동	127.115507	37.3644048
3029	충남	시골통닭	한식	충남 부여군 부여읍	126.9477956	36.2862458
3030	서울	쮸즈	중식	강남구 신사동	127.0265061	37.5238058
3031	경기	진부령가는길	한식	성남시 분당구 서현동	127.1344371	37.38226
3032	서울	도란도란야채곱창	한식	동대문구 이문동	127.0632547	37.5994572
3033	서울	테이블스타(Table Star)	양식	강남구 신사동	127.0265061	37.5238058
3034	경기	거목산장	한식	경기 안성시 양성면	127.21998	37.081878
3035	서울	무교동유정낙지(청담점)	한식	강남구 청담동	127.0504711	37.5243974
3036	제주	해적식당	한식	제주 제주시 우도면	126.9554783	33.5054232
3037	전남	하늘지기	양식	전남 순천시 연향동	127.520114	34.9404044
3038	서울	멍텅구리떡볶이 공릉점	한식	노원구 공릉2동	127.0833713	37.6212671
3039	충남	남경가든	한식	충남 서천군 서천읍	126.7015447	36.0854501
3040	부산	뽀뽀통닭	한식	부산 해운대구 중1동	129.1642313	35.1625551
3041	강원	마리스	카페/주점	강원 고성군 죽왕면	128.4889753	38.3234518
3042	경기	덕수궁	한식	수원시 장안구 송죽동	127.0048142	37.3064423
3043	서울	곤드레집	한식	서초구 신원동	127.0621667	37.4440717
3044	서울	파이프(PIPE)	카페/주점	용산구 이태원1동	126.9950755	37.5324538
3045	제주	가리본가	한식	제주 제주시 연동	126.4951879	33.4575565
3046	경기	티카페썬팁스(SUN TIPS)	카페/주점	부천시 원미구 중동	126.7692333	37.5006452
3047	서울	토모니베이커리	베이커리	동작구 상도동	126.944082	37.4987064
3048	전북	중앙식당	한식	전북 군산시 금암동	126.7231383	35.9858971
3049	강원	교동899	카페/주점	강원 강릉시 교동	128.8880235	37.767407
3050	경기	양평장터해장국	한식	경기 양평군 양평읍	127.5140671	37.4935505
3051	경기	평양면옥 스타필드하남점	한식	경기 하남시 신장동	127.2150249	37.5436268
3052	강원	사천포구	일식	강원 강릉시 사천면	128.8064842	37.7998623
3053	강원	초원쌈밥	한식	강원 강릉시 성산면	128.8031558	37.7315246
3054	서울	한라산도새기	한식	구로구 오류2동	126.839558	37.4887695
3055	서울	거북곱창	한식	서초구 서초동	127.0168004	37.4883773
3056	서울	최영희언양불고기	한식	성동구 행당1동	127.0362298	37.5585217
3057	부산	호찐빵	분식	부산 기장군 일광면	129.2230901	35.2872732
3058	제주	몽키비치(MONKEY BEACH)	카페/주점	제주 서귀포시 색달동	126.4193099	33.2939785
3059	서울	유우	카페/주점	서대문구 연희동	126.932826	37.5719858
3060	서울	갈스시	일식	마포구 염리동	126.9473212	37.5490945
3061	부산	오페라(OPERA)	양식	부산 해운대구 중동	129.1767436	35.1625063
3062	부산	버거인뉴욕(Burger In Newyork)	패스트푸드	부산 해운대구 중1동	129.1642313	35.1625551
3063	제주	총각네 연동점	한식	제주 제주시 연동	126.4951879	33.4575565
3064	서울	미도리야(midoriya)	카페/주점	용산구 이태원동	126.9925274	37.5385142
3065	부산	안가	한식	부산 해운대구 중동	129.1767436	35.1625063
3066	경기	트라토리아	양식	수원시 팔달구 인계동	127.0298898	37.268733
3067	부산	모리구이집	카페/주점	부산 해운대구 중동	129.1767436	35.1625063
3068	강원	스시노백쉐프 원주혁신 24호점	일식	강원 원주시 반곡동	127.9909173	37.3243772
3069	서울	복성각 덕수궁돌담길점	중식	서울시 중구 태평로2가	126.9974735	37.5637584
3070	경기	용성통닭 남문본점	패스트푸드	수원시 팔달구 팔달로1가	126.9990601	37.2699181
3071	제주	바다여행횟집	일식	제주 서귀포시 표선면	126.7684658	33.3748019
3072	경북	월송정	한식	경북 울진군 온정면	129.3426735	36.7174906
3073	전남	옛날대통순대전문점	한식	전남 담양군 담양읍	126.9826119	35.3208704
3074	서울	코코이찌방야 상암MBC점	일식	마포구 상암동	126.8798544	37.5707472
3075	서울	더차림(The차림)	뷔페	강남구 신사동	127.0265061	37.5238058
3076	충남	코끼리공장	카페/주점	천안시 서북구 불당동	127.1062963	36.8086528
3077	제주	성산포뚝배기	한식	제주 서귀포시 성산읍	126.8647385	33.4180242
3078	강원	샤브향 강릉점	한식	강원 강릉시 교동	128.8880235	37.767407
3079	제주	그러므로(구.시소)	카페/주점	제주 제주시 이도이동	126.539439	33.4953117
3080	경기	사강갈비	한식	수원시 장안구 영화동	127.0136087	37.2912246
3081	제주	옹포횟집	일식	제주 제주시 한림읍	126.2847479	33.3763445
3082	부산	생어거스틴 부산일루아점	기타/세계	부산 해운대구 중동	129.1767436	35.1625063
3083	서울	버거비(Burger B)	패스트푸드	마포구 서교동	126.9187795	37.5538373
3084	경남	원조시락국	한식	경남 통영시 서호동	128.4192109	34.8421793
3085	서울	동아냉면 숙대2호점	한식	용산구 청파동3가	126.9671157	37.5432594
3086	전북	청기와아구	한식	전북 군산시 조촌동	126.7410781	35.9727753
3087	경기	포천뚝배기	한식	경기 포천시 군내면	127.2295706	37.8773382
3088	제주	우리동네가시리	카페/주점	제주 서귀포시 표선면	126.7684658	33.3748019
3089	강원	태흥루	중식	강원 강릉시 안현동	128.884107	37.8054682
3090	경기	어부사시사	한식	성남시 분당구 서현동	127.1344371	37.38226
3091	서울	마노디셰프 강남점	양식	강남구 역삼동	127.0385535	37.5000807
3092	경기	갓덴스시 스타필드하남점	일식	경기 하남시 신장동	127.2150249	37.5436268
3093	서울	화이브앤투더버거저니	패스트푸드	강남구 논현동	127.0317166	37.5136758
3094	경기	레드썬 안산점	분식	안산시 단원구 고잔동	126.831459	37.3187609
3095	서울	한남북엇국	한식	용산구 한남동	127.0051795	37.5375402
3096	강원	하얀집가든	한식	강원 원주시 지정면	127.8328217	37.3810742
3097	전남	한사랑한우식당	한식	전남 장흥군 장흥읍	126.9049865	34.6797432
3098	충남	일송회집	일식	충남 서천군 장항읍	126.6873418	36.0200823
3099	서울	광양불고기 석촌점	한식	송파구 석촌동	127.1025113	37.5027285
3100	서울	미트프레쉬(Meet Fresh) 홍대점	카페/주점	마포구 서교동	126.9187795	37.5538373
3101	제주	라테라스(더스위트호텔제주)	양식	제주 서귀포시 색달동	126.4193099	33.2939785
3102	전북	백번집	한식	전주시 완산구 다가동1가	127.1419564	35.8148263
3103	서울	브릭오븐(BRICK OVEN)	양식	강남구 역삼동	127.0385535	37.5000807
3104	충남	월남쌈김상사 본점	한식	천안시 동남구 다가동	127.1425029	36.7978981
3105	제주	범섬족발	한식	제주 서귀포시 강정동	126.4913111	33.2529765
3106	제주	페닌슐라(롯데호텔제주)	양식	제주 서귀포시 색달동	126.4193099	33.2939785
3107	경기	장충로하스족발	한식	안양시 동안구 관양동	126.9651951	37.4052739
3108	제주	올래파이	카페/주점	제주 제주시 연동	126.4951879	33.4575565
3109	부산	더치치노카페	카페/주점	부산 해운대구 송정동	129.1974193	35.1847298
3110	충남	화해당	한식	충남 태안군 근흥면	126.1934224	36.7137499
3111	강원	유키야마	일식	강원 속초시 교동	128.573907	38.2018975
3112	대구	커피명가 반월당점	카페/주점	대구 서울시 중구 동성로3가	128.6018115	35.8714168
3113	경기	나폴레옹제과점 스타필드하남점	베이커리	경기 하남시 신장동	127.2150249	37.5436268
3114	제주	삼성혈해물탕	한식	제주 제주시 연동	126.4951879	33.4575565
3115	경북	한스드림베이커리	베이커리	포항시 남구 효자동	129.3315827	36.0074005
3116	강원	썬활어	한식	강원 속초시 교동	128.573907	38.2018975
3117	충남	로즈마리노	양식	충남 아산시 둔포면	127.0390859	36.9109134
3118	강원	산촌생등심	한식	강원 양양군 강현면	128.5606315	38.1292803
3119	제주	누룽지식당	한식	제주 제주시 이도이동	126.539439	33.4953117
3120	인천	내리해물	한식	인천 강화군 화도면	126.4244405	37.6193898
3121	전북	변산명인바지락죽	한식	전북 부안군 변산면	126.5350386	35.6430852
3122	서울	에스프레소바시	카페/주점	강남구 삼성동	127.0561233	37.5139725
3123	서울	이북집찹쌀순대	한식	성동구 성수동2가	127.0565313	37.540854
3124	서울	백악관웨딩문화원	뷔페	영등포구 신길동	126.9136102	37.5060619
3125	서울	다봉	일식	서초구 반포동	127.0007619	37.503966
3126	제주	카페봄날	카페/주점	제주 제주시 애월읍	126.3939726	33.4110375
3127	전남	장미가든	한식	전남 담양군 용면	127.0053475	35.4067432
3128	서울	송화양꼬치	중식	광진구 자양동	127.0745233	37.5316976
3129	대구	더빠에야(the paella)	양식	대구 서울시 중구 봉산동	128.6018115	35.8714168
