,name,type,review,area
1320,롯데시네마 합정,영화극장,8,서울
1321,강변스파랜드,게임 & 엔터테인먼트 센터 • 온열 스파,9,서울
1322,얼짱몸짱 이수점,스파,3,서울
1323,롯데 불한증막 사우나,스파,3,서울
1324,썸띵,특산물 & 기념품 가게,3,서울
1325,역삼(이층)맥주창고,바 & 클럽,4,서울
1326,관악프라자,스파,2,서울
1327,드림 배쓰,스파,1,서울
1328,백록담사우나,스파,1,서울
1329,Jeonggeon Sauna,스파,1,서울
1330,목동헬스대중사우나,스파,1,서울
1331,Happy Day Gym,기타 야외 활동,1,서울
1332,당진시네마,영화극장,1,서울
1333,갤러리호,특산물 & 기념품 가게,1,서울
1334,통미플 홈플러스방학점,특산물 & 기념품 가게,1,서울
1335,씨앤미스파밸리,스파,1,서울
1336,CGV Gonghang Store,영화극장,1,서울
1337,CGV Mia Store,영화극장,1,서울
1338,롯데시네마 홍대입구,영화극장,1,서울
1339,청색종이,특산물 & 기념품 가게,1,서울
1340,보스턴볼링장,볼링장,1,서울
1341,신촌 불한증막,스파,1,서울
1342,신세계아카데미본점,강연 & 워크숍,1,서울
1343,길동 볼링장,볼링장,1,서울
1344,에스제이와이피,특산물 & 기념품 가게,1,서울
1345,공릉동 도깨비시장,벼룩시장 & 재래시장,1,서울
1346,넷마블스토어 - 명동점,특산물 & 기념품 가게,1,서울
1347,CU - 페럼타워점,특산물 & 기념품 가게,1,서울
1348,아리따움 라이브 - 신촌점,특산물 & 기념품 가게,1,서울
1349,랄라블라 - 홍대중앙점,특산물 & 기념품 가게,1,서울
1350,지에스- 망원 포은로점,특산물 & 기념품 가게,1,서울
1351,서울중앙시장,벼룩시장 & 재래시장,1,서울
1352,지에스- 올림픽3호점,특산물 & 기념품 가게,1,서울
1353,지에스- 여의도자이점,특산물 & 기념품 가게,1,서울
1354,개화산랜드,온열 스파,1,서울
1355,한양도성 유적전시관,역사박물관,1,서울
1356,서울역 옥상정원,공원 • 가든,1,서울
1357,뱀파이어 홍대,바 & 클럽,2,서울
1358,CGV 하계,영화극장,4,서울
1359,겔랑 스파,스파,5,서울
1360,브이알존 시네마 가로수길점,게임 & 엔터테인먼트 센터,2,서울
1361,석촌볼링장,볼링장,3,서울
1362,뷰티플렉스 명동,특산물 & 기념품 가게,12,서울
1363,클럽 엠투,바 & 클럽 • 댄스 클럽 & 디스코,5,서울
1364,아이맥스,영화극장,2,서울
1365,얼짱몸짱 - 홍제점,특산물 & 기념품 가게,1,서울
1366,My Boss is Watching,바 & 클럽,1,서울
1367,CGV 신도림,영화극장,3,서울
1368,Hongkart,"4WD, ATV 및 오프로드 투어 • 자전거 투어",2,서울
1369,팁시래빗츠,바 & 클럽,4,서울
1370,주양보석불가마사우나,스파,3,서울
1371,인터파크 VR,게임 & 엔터테인먼트 센터,1,서울
1372,한성보석사우나,스파,1,서울
1373,더풋샵 - 종로점,스파 • 온열 스파,2,서울
1374,스파 어바인,스파,2,서울
1375,성신볼링장,볼링장,2,서울
1376,메가박스 송파 파크하비오,영화극장,2,서울
1377,가산카메라,특산물 & 기념품 가게,2,서울
1378,K 리그 오피셜 스토어,특산물 & 기념품 가게,3,서울
1379,월드컵 스파랜드 24,스파,6,서울
1380,국제디지털사진관,특산물 & 기념품 가게,1,서울
1381,롯데시네마 브로드웨이,영화극장,3,서울
1382,평화열차,경전철 서비스 • 절경 철도선로,6,서울
1383,마르지아힐링스파 청담점,스파,14,서울
1384,목동 로데오거리,특산물 & 기념품 가게,8,서울
1385,오투,스파,13,서울
1386,이태원 클럽 무브,바 & 클럽 • 댄스 클럽 & 디스코,1,서울
1387,청하 플러스,특산물 & 기념품 가게,6,서울
1388,풍림24시불가마사우나,스파,7,서울
1389,한강 사우나,스파,6,서울
1390,동영휘트니스클럽,헬스클럽,1,서울
1391,Paradise Tour,시티 투어 • 2일 이상 투어,1,서울
1392,한솔요리학원 - 종로3가점,강연 & 워크숍 • 요리 교실,1,서울
1393,윤해영 한복,게임 & 엔터테인먼트 센터,1,서울
1394,탐라랜드,기타 야외 활동,2,서울
1395,비트 포비아 홍대,탈출 게임,1,서울
1396,SA 투어,시티 투어 • 문화체험 투어,2,서울
1397,브릭스,바 & 클럽,3,서울
1398,제일 자수정,특산물 & 기념품 가게,14,서울
1399,황족마사지,스파,19,서울
1400,맹쿤 라쿤카페,게임 & 엔터테인먼트 센터,36,서울
1401,미어캣 프랜즈,게임 & 엔터테인먼트 센터,9,서울
1402,교복몰 - 잠실점,특산물 & 기념품 가게 • 장비 대여,1,서울
1403,엔비다이버스,스쿠버 & 스노클링,8,서울
1404,커피프린스 1호점,커피숍,54,서울
1405,워킹코리아투어,문화체험 투어 • 역사 및 문화 유산 투어,6,서울
1406,모모 투어,시티 투어 • 역사 및 문화 유산 투어,0,서울
1407,서울 타이거 버스,버스투어,14,서울
1408,소울 트레인 빈티지 뮤직 라운지,바 & 클럽,8,서울
1409,바이레도 서울,특산물 & 기념품 가게,1,서울
1410,우리건강연구소,헬스클럽 • 스파,2,서울
1411,클럽 페이스,바 & 클럽 • 댄스 클럽 & 디스코,17,서울
1412,Club Local,바 & 클럽 • 댄스 클럽 & 디스코,0,서울
1413,YELLOW BALLOON CITY BUS,시티 투어 • 문화체험 투어,2,서울
1414,클럽롤리 이태원,바 & 클럽 • 댄스 클럽 & 디스코,2,서울
1415,클럽 매스,바 & 클럽,25,서울
1416,삼청로146,재즈 바,0,서울
1417,두코리아투데이 투어,시티 투어 • 문화체험 투어,0,서울
1418,스트라이크존 이태원,사격장 • 게임 & 엔터테인먼트 센터,0,서울
1419,천지연,스파,8,서울
1420,클럽 버닝썬,바 & 클럽 • 댄스 클럽 & 디스코,8,서울
1421,홍대 라운지플스방,게임 & 엔터테인먼트 센터,0,서울
1422,Triip,시티 투어 • 문화체험 투어,4,서울
1423,Jasmine Aesthetic,특산물 & 기념품 가게,0,서울
1424,중앙탕,스파,0,서울
1425,금산 갤러리,아트갤러리,0,서울
1426,Silk Skin Care,특산물 & 기념품 가게,0,서울
1427,Bangbaegidokgyobaekhwajeom,특산물 & 기념품 가게,0,서울
1428,갤러리아미,아트갤러리,0,서울
1429,Haneul Baram,헬스클럽,0,서울
1430,Ylang Ylang Skin Care,특산물 & 기념품 가게,0,서울
1431,Body Wells Fitness,헬스클럽,0,서울
1432,포슬렌스포츠,헬스클럽,0,서울
1433,공항기독교백화점,특산물 & 기념품 가게,0,서울
1434,도원화,스파,0,서울
1435,Christian Chauveau,특산물 & 기념품 가게,0,서울
1436,춘천옥산가옥불가마,스파,0,서울
1437,샤론에스테틱,스파,0,서울
1438,강남스포츠문화센터,스포츠 컴플렉스,0,서울
1439,Hana Golf Baekhwajeom,특산물 & 기념품 가게,0,서울
1440,청량리진주불한증막,스파,0,서울
1441,중곡문화체육센터,스포츠 컴플렉스,0,서울
1442,유성목욕탕,스파,0,서울
1443,영등포기독교백화점,특산물 & 기념품 가게,0,서울
1444,스킨앤조이,스파,0,서울
1445,Seongdong Takgu Gyosil,스포츠 컴플렉스,0,서울
1446,Jj Skin Care,스파,0,서울
1447,금천구민문화체육센터,스포츠 컴플렉스,0,서울
1448,박은환탁구교실,스포츠 컴플렉스,0,서울
1449,서교예술실험센터,시어터,0,서울
1450,얼짱몸짱 신천역점,스파,0,서울
1451,금강산보석사우나,스파,0,서울
1452,우리스파사우나,스파,0,서울
1453,Haengbok Skin Care,스파,0,서울
1454,Gallery Gainro,아트갤러리,0,서울
1455,한전프라자,아트갤러리,0,서울
1456,Daehan Aroma,스파,0,서울
1457,갤러리 미,아트갤러리,0,서울
1458,준아트갤러리,아트갤러리,0,서울
1459,김선희피부경락실,스파,0,서울
1460,갤러리라메르,아트갤러리,0,서울
1461,Angel Koreal Estee,스파,0,서울
1462,약수목욕탕,스파,0,서울
1463,도올갤러리,아트갤러리,0,서울
1464,별꼴이야완구백화점,특산물 & 기념품 가게,0,서울
1465,Eunpyeong Gidokgyo Baekhwajeom,특산물 & 기념품 가게,0,서울
1466,Hyundai Green Sauna,스파,0,서울
1467,Agape Kidok Baekhwajeom,특산물 & 기념품 가게,0,서울
1468,성수페인트백화점,특산물 & 기념품 가게,0,서울
1469,포도나무기독교서적,특산물 & 기념품 가게,0,서울
1470,Saehaneulgidokgyobaekhwajeom,특산물 & 기념품 가게,0,서울
1471,Changjogidokgyobaekhwajeom,특산물 & 기념품 가게,0,서울
1472,Gallery Miz,아트갤러리,0,서울
1473,Meeple Yaksuyeok Branch,특산물 & 기념품 가게,0,서울
1474,미즈에스테틱,특산물 & 기념품 가게,0,서울
1475,고은피부관리실,특산물 & 기념품 가게,0,서울
1476,박영덕화랑,아트갤러리,0,서울
1477,종합기독교백화점,특산물 & 기념품 가게,0,서울
1478,Red Life Mokdong-branch,특산물 & 기념품 가게,0,서울
1479,청구문화스포츠센터,스포츠 컴플렉스,0,서울
1480,갤러리빔,아트갤러리,0,서울
1481,서초구 잠원스포츠파크,스포츠 컴플렉스,0,서울
1482,사당탁구장,스포츠 컴플렉스,0,서울
1483,뷰티앤슬림라인,스파,0,서울
1484,인왕목욕탕,스파,0,서울
1485,천수24시불한증막사우나,스파,0,서울
1486,신신사우나,스파,0,서울
1487,뷔너스불가마사우나,스파,0,서울
1488,테마사우나,스파,0,서울
1489,다도화랑,아트갤러리,0,서울
1490,코리아볼링장,볼링장,0,서울
1491,한솔24시불가마,스파,0,서울
1492,가인갤러리,아트갤러리,0,서울
1493,갤러리 서화,아트갤러리,0,서울
1494,Vera Beauty Town,스파,0,서울
1495,Gallery Ahmie,아트갤러리,0,서울
1496,엄마손사우나,스파,0,서울
1497,갤러리선컨템포러리,아트갤러리,0,서울
1498,Satesthe,스파,0,서울
1499,Eemok Hwarang,아트갤러리,0,서울
1500,Pibushop Hayaneolgul,스파,0,서울
1501,갤러리 2000,아트갤러리,0,서울
1502,카이스갤러리,아트갤러리,0,서울
1503,스킨케어신촌점,스파,0,서울
1504,Gallery Lux,아트갤러리,0,서울
1505,Aesthetic,스파,0,서울
1506,G&G,스파,0,서울
1507,동숭 갤러리,아트갤러리,0,서울
1508,Spa Day,스파,0,서울
1509,바울기독교백화점,특산물 & 기념품 가게,0,서울
1510,Areumdeuri Aesthetic,스파,0,서울
1511,아크라뷰티테라피,스파,0,서울
1512,청화랑,아트갤러리,0,서울
1513,강서예루살렘기독교백화점,특산물 & 기념품 가게,0,서울
1514,제1기독교백화점,특산물 & 기념품 가게,0,서울
1515,금란기독백화점,특산물 & 기념품 가게,0,서울
1516,Gain Gyeongrak,특산물 & 기념품 가게,0,서울
1517,담갤러리,아트갤러리,0,서울
1518,이쁘지오,특산물 & 기념품 가게,0,서울
1519,주옥기독교백화점,특산물 & 기념품 가게,0,서울
1520,임수연피부관리,특산물 & 기념품 가게,0,서울
1521,Beauty Plus,특산물 & 기념품 가게,0,서울
1522,갤러리피치,아트갤러리,0,서울
1523,갤러리에스피,아트갤러리,0,서울
1524,원일볼링센타,볼링장,0,서울
1525,빛갤러리,아트갤러리,0,서울
1526,Ever Green  Bowlingjang,볼링장,0,서울
1527,Michael Schultz Gallery,아트갤러리,0,서울
1528,모로갤러리,아트갤러리,0,서울
1529,갤러리팩토리,아트갤러리,0,서울
1530,세원볼링센타,볼링장,0,서울
1531,갤러리정,아트갤러리,0,서울
1532,갤러리조,아트갤러리,0,서울
1533,바이크파크,특산물 & 기념품 가게,0,서울
1534,쥴리아나갤러리,아트갤러리,0,서울
1535,예스뷰티,스파,0,서울
1536,성원상떼빌휘트니스사우나,스파,0,서울
1537,Uri Yuhwang Hot Spring,스파,0,서울
1538,산호탕,스파,0,서울
1539,Ulsan Petroglyph Museum,전문 박물관,0,서울
1540,갤러리세줄,아트뮤지엄,0,서울
1541,CJ Cgv,영화극장,0,서울
1542,티베트박물관,전문 박물관,0,서울
1543,프리머스 노원,영화극장,0,서울
1544,한아름프로샵,볼링장,0,서울
1545,쉼박물관,전문 박물관,0,서울
1546,우리볼링센타,볼링장,0,서울
1547,New Cheongryong Bowlingjang,볼링장,0,서울
1548,Hwabong Gallery,아트뮤지엄,0,서울
1549,농업박물관,전문 박물관,0,서울
1550,주영볼링센타,볼링장,0,서울
1551,Mento,스파,0,서울
1552,Hae Chung Gallery,아트뮤지엄,0,서울
1553,황진현미술관,아트뮤지엄,0,서울
1554,DVD씨네,영화극장,0,서울
1555,유소,영화극장,0,서울
1556,Jungnangguminhoegwan Daegeukjang,영화극장,0,서울
1557,판타지움,영화극장,0,서울
1558,Art Cinema,영화극장,0,서울
1559,Moocho Hoehyang Art Museum,아트뮤지엄,0,서울
1560,Mireuksaji Relic Museum,전문 박물관,0,서울
1561,서산문화원,전문 박물관,0,서울
1562,군립의령박물관,전문 박물관,0,서울
1563,한신레포츠,볼링장,0,서울
1564,세방볼링센타,볼링장,0,서울
1565,르네상스볼링센타,볼링장,0,서울
1566,Confucianism Culture Museum,전문 박물관,0,서울
1567,Woosung Bowling Alley,볼링장,0,서울
1568,해양극장,영화극장,0,서울
1569,Primus Ahndong,영화극장,0,서울
1570,마산시립박물관,전문 박물관,0,서울
1571,Yeongju Bowling Center,볼링장,0,서울
1572,합천박물관 관리담당,전문 박물관,0,서울
1573,Bangwon Dinosaur Museum,전문 박물관,0,서울
1574,Hanlip Toy Museum,전문 박물관,0,서울
1575,벤허자동차극장,영화극장,0,서울
1576,Textbook Museum,전문 박물관,0,서울
1577,Johyeong Gallery,아트갤러리,0,서울
1578,Copion,아트갤러리,0,서울
1579,Woosung Bowling Alley,볼링장,0,서울
1580,CGV Changwon,영화극장,0,서울
1581,합덕수리민속박물관,아트뮤지엄,0,서울
1582,Geumseong Geukjang,영화극장,0,서울
1583,Tops DVD Younghwagwan,영화극장,0,서울
1584,소수박물관,전문 박물관,0,서울
1585,Yedang Cinema,영화극장,0,서울
1586,D.V.D룸영화관,영화극장,0,서울
1587,심청문화센터,즐길거리 & 랜드마크,0,서울
1588,Ex Rose Sports Center,헬스클럽,0,서울
1589,Iksan Jungang Cheyuk Gongwon,기타 야외 활동,0,서울
1590,과자박물관 스위트팩토리,전문 박물관,0,서울
1591,전기박물관,전문 박물관,0,서울
1592,한국광고박물관,전문 박물관,0,서울
1593,럭키볼링센터,볼링장,0,서울
1594,Royal Bowling Center,볼링장,0,서울
1595,장위볼링센타,볼링장,0,서울
1596,Museum of Korean Literature,전문 박물관,0,서울
1597,Gangseo Bowling Center,볼링장,0,서울
1598,삼성출판박물관,전문 박물관,0,서울
1599,청남볼링센터,볼링장,0,서울
1600,Senggak Hahnen Museum,전문 박물관,0,서울
1601,타워볼링센터,볼링장,0,서울
1602,몽인아트센터,아트갤러리,0,서울
1603,갤러리람,아트갤러리,0,서울
1604,Indong Koa Bowling Valley,볼링장,0,서울
1605,대아볼링장,볼링장,0,서울
1606,Cheongsu Bowling Alley,볼링장,0,서울
1607,Jeju Geonganggwa Seong Bakmoolgwan,전문 박물관,0,서울
1608,직지성보박물관,전문 박물관,0,서울
1609,Yonggang Bowling Center,볼링장,0,서울
1610,Lotte Cinema Gumigongdan,영화극장,0,서울
1611,Andong Geukjang,영화극장,0,서울
1612,삼보볼링장,볼링장,0,서울
1613,팬코리아볼링센타,볼링장,0,서울
1614,역발산헬스클럽,헬스클럽,0,서울
1615,방배기독교백화점,특산물 & 기념품 가게,0,서울
1616,토성사우나,스파,0,서울
1617,한국역사문화학교,즐길거리 & 랜드마크,0,서울
1618,해피피부관리실,특산물 & 기념품 가게,0,서울
1619,현승 경락 피부관리실,특산물 & 기념품 가게,0,서울
1620,해양박물관,특산물 & 기념품 가게,0,서울
1621,인문학박물관,전문 박물관,0,서울
1622,영인문학관,전문 박물관,0,서울
1623,평화박물관,전문 박물관,0,서울
1624,에덴옥사우나,스파,0,서울
1625,청림비티에스,스파,0,서울
1626,동아웰빙사우나,스파,0,서울
1627,갤러리대아,특산물 & 기념품 가게,0,서울
1628,삼원페이퍼갤러리,특산물 & 기념품 가게,0,서울
1629,경원스파랜드,스파,0,서울
1630,갤러리 스케이프,특산물 & 기념품 가게,0,서울
1631,서림 갤러리,아트갤러리,0,서울
1632,샘터화랑,특산물 & 기념품 가게,0,서울
1633,유경갤러리,특산물 & 기념품 가게,0,서울
1634,현대보석사우나,스파,0,서울
1635,서초갤러리,특산물 & 기념품 가게,0,서울
1636,정곡볼링장,볼링장,0,서울
1637,코리아볼링센터,볼링장,0,서울
1638,예림화실,특산물 & 기념품 가게,0,서울
1639,동보볼링센타,볼링장,0,서울
1640,신성대중탕,스파,0,서울
1641,이건사진,특산물 & 기념품 가게,0,서울
1642,JS에스테틱,특산물 & 기념품 가게,0,서울
1643,이모아에스테틱,특산물 & 기념품 가게,0,서울
1644,이경이스킨케어,특산물 & 기념품 가게,0,서울
1645,경락건강관리사협회,특산물 & 기념품 가게,0,서울
1646,쌍문동청소년문화의집,즐길거리 & 랜드마크,0,서울
1647,치즈이미지포토,특산물 & 기념품 가게,0,서울
1648,지나스킨케어,특산물 & 기념품 가게,0,서울
1649,신세계문화센터 미아점,즐길거리 & 랜드마크,0,서울
1650,에스파,특산물 & 기념품 가게,0,서울
1651,비주얼아트센터 보다,즐길거리 & 랜드마크,0,서울
1652,미플 아미아이마트청계천점,특산물 & 기념품 가게,0,서울
1653,서울영어과학교육센터,즐길거리 & 랜드마크,0,서울
1654,대광사진관,특산물 & 기념품 가게,0,서울
1655,에스테샤이아,특산물 & 기념품 가게,0,서울
1656,씨엘에스테틱,스파,0,서울
1657,쁘띠메디,특산물 & 기념품 가게,0,서울
1658,세정스킨케어,특산물 & 기념품 가게,0,서울
1659,갤러리 묵,아트뮤지엄,0,서울
1660,라온스파,스파,0,서울
1661,서울피부비만센터 스킨앤슬림,특산물 & 기념품 가게,0,서울
1662,대한피부연구학회,특산물 & 기념품 가게,0,서울
1663,조선교육문화센터,즐길거리 & 랜드마크,0,서울
1664,상원미술관,아트뮤지엄,0,서울
1665,미플 미아점,특산물 & 기념품 가게,0,서울
1666,성북구립미술관,아트뮤지엄,0,서울
1667,스킨앤보디워크,특산물 & 기념품 가게,0,서울
1668,김현정피부실,특산물 & 기념품 가게,0,서울
1669,와이케이아이,특산물 & 기념품 가게,0,서울
1670,포토랜드,특산물 & 기념품 가게,0,서울
1671,종로문화체육센터,기타 야외 활동,0,서울
1672,살곶이자동차극장,영화극장,0,서울
1673,필에스테틱,특산물 & 기념품 가게,0,서울
1674,이광희경락발관리샵,특산물 & 기념품 가게,0,서울
1675,오재미동,아트갤러리 • 즐길거리 & 랜드마크,0,서울
1676,장충문화체육센터,기타 야외 활동,0,서울
1677,스킨라이프 연대점,특산물 & 기념품 가게,0,서울
1678,김은영코스메틱,특산물 & 기념품 가게,0,서울
1679,미소에스테틱,특산물 & 기념품 가게,0,서울
1680,수정 스킨케어,특산물 & 기념품 가게,0,서울
1681,헬로우뮤지움,아트갤러리 • 전문 박물관,0,서울
1682,석연화스킨케어,특산물 & 기념품 가게,0,서울
1683,나온씨어터,시어터,0,서울
1684,힐스포파크,기타 야외 활동,0,서울
1685,근현대디자인박물관,전문 박물관 • 아트뮤지엄,0,서울
1686,세음테라피,특산물 & 기념품 가게,0,서울
1687,시온성기독교백화점,특산물 & 기념품 가게,0,서울
1688,임마누엘기독백화점,특산물 & 기념품 가게,0,서울
1689,연아헤어엔에스테틱,특산물 & 기념품 가게,0,서울
1690,위드핑퐁,기타 야외 활동,0,서울
1691,안국약품갤러리AG,특산물 & 기념품 가게,0,서울
1692,해모수불한증막,스파,0,서울
1693,풀꽃평화연구소,특산물 & 기념품 가게,0,서울
1694,갤러리AM,특산물 & 기념품 가게,0,서울
1695,햄프리웰빙관,스파,0,서울
1696,주갤러리,특산물 & 기념품 가게,0,서울
1697,중앙사우나,스파,0,서울
1698,가산화랑,특산물 & 기념품 가게,0,서울
1699,갤러리 고도,특산물 & 기념품 가게,0,서울
1700,갤러리서호,특산물 & 기념품 가게,0,서울
1701,김진혜갤러리,특산물 & 기념품 가게,0,서울
1702,다스원인테리어,스파,0,서울
1703,동현산업회사,스파,0,서울
1704,표갤러리,특산물 & 기념품 가게,0,서울
1705,페이지,특산물 & 기념품 가게,0,서울
1706,명 갤러리,특산물 & 기념품 가게,0,서울
1707,치우금속공예관,특산물 & 기념품 가게,0,서울
1708,예일화랑,특산물 & 기념품 가게,0,서울
1709,한일볼링장,볼링장,0,서울
1710,로얄앤터프라이즈,볼링장,0,서울
1711,씨레져,스파,0,서울
1712,모진탕,스파,0,서울
1713,세방사우나헬스클럽,헬스클럽,0,서울
1714,관세박물관,전문 박물관,0,서울
1715,힘돌소금불가마사우나,스파,0,서울
1716,한남대중사우나,스파,0,서울
1717,상봉시네마,영화극장,0,서울
1718,아르누보씨티사우나,스파,0,서울
1719,센트럴스파,스파,0,서울
1720,삼성대중목욕탕,스파,0,서울
1721,잠실기독교백화점,특산물 & 기념품 가게,0,서울
1722,대림불가마사우나,스파,0,서울
1723,얼짱몸짱 명일점,특산물 & 기념품 가게,0,서울
1724,얼짱몸짱 워커힐점,특산물 & 기념품 가게,0,서울
1725,백경사우나,스파,0,서울
1726,봉화산사우나,스파,0,서울
1727,서울극장,영화극장,0,서울
1728,씽크씽크 미술관,아트뮤지엄,0,서울
1729,나연에스테틱,특산물 & 기념품 가게,0,서울
1730,미즈김에스테틱,특산물 & 기념품 가게,0,서울
1731,미메카,특산물 & 기념품 가게,0,서울
1732,아이파크골프,특산물 & 기념품 가게,0,서울
1733,극공작소 마방진,극장 & 공연,0,서울
1734,둘로스소극장,극장 & 공연,0,서울
1735,다문화박물관,강연 & 워크숍 • 어린이 박물관,0,서울
1736,도곡2문화센터,극장 & 공연,0,서울
1737,서울연극센터,극장 & 공연,0,서울
1738,현대불가마사우나,스파,0,서울
1739,야베스기독교백화점,특산물 & 기념품 가게,0,서울
1740,Tax Museum,전문 박물관,0,서울
1741,Insa Gallery,아트갤러리,0,서울
1742,Galleria IM Art,아트갤러리,0,서울
1743,Cais Gallery,아트갤러리,0,서울
1744,V Gallery,아트갤러리,0,서울
1745,Wonhwarang,아트갤러리,0,서울
1746,Gallery Won,아트갤러리,0,서울
1747,Yogiga,아트갤러리,0,서울
1748,Dongrang Yesool Center Daegeukjang,시어터,0,서울
1749,Joy Golf Baekhwajeom,특산물 & 기념품 가게,0,서울
1750,Mipeul Gaeryongyeok Store,스파,0,서울
1751,Soon Piboo Sarang,스파,0,서울
1752,Yongsan Skin Care Yuil Skin,스파,0,서울
1753,Young Sauna,스파,0,서울
1754,Barbie Skin Care,스파,0,서울
1755,Songpa Fire Sweating Room,스파,0,서울
1756,Yakson Myeongga Mokdong Store,스파,0,서울
1757,Geumdanbiga Jamsil Store,스파,0,서울
1758,Nonhyeon Sauna,스파,0,서울
1759,Yangpa Fire Sweating Room,스파,0,서울
1760,Hanjin Bulgama Sauna,스파,0,서울
1761,Mokseok Hwasoo,스파,0,서울
1762,Cheongdambulhanjeungma,스파,0,서울
1763,Geumgangsan Boseok Boolgama,스파,0,서울
1764,Dadongtang,스파,0,서울
1765,천지연,스파,0,서울
1766,Garak Sseula Spa,스파,0,서울
1767,Jinyang Metro Jjimjil Sauna,스파,0,서울
1768,Jangsutang Yeotang,스파,0,서울
1769,Cheonho Sauna,스파,0,서울
1770,Shinwon Gungang Land,스파,0,서울
1771,Yeruhwa,스파,0,서울
1772,Jinheung Gidokgyo Baekhwajeom,특산물 & 기념품 가게,0,서울
1773,National Fitness Center,스포츠 컴플렉스,0,서울
1774,Gwangjin Takgoo Gyosil,스포츠 컴플렉스,0,서울
1775,Bokji Takgoojang,스포츠 컴플렉스,0,서울
1776,Seongil Moonhwa Cheayook Center,스포츠 컴플렉스,0,서울
1777,Yangcheon Gumin Sports Center,스포츠 컴플렉스,0,서울
1778,Soon Aesthetic,스파,0,서울
1779,Heungboseok Boolgama Sauna,스파,0,서울
1780,Gangnam Spa,스파,0,서울
1781,Songrimtang,스파,0,서울
1782,Uriland Boseokbulgama Sauna,스파,0,서울
1783,Duseung Daejung Mogyoktang,스파,0,서울
1784,Haemosu,스파,0,서울
1785,Jamsil Fire Sweating Room,스파,0,서울
1786,Mokdong Town Massage Shop,스파,0,서울
1787,Sincheon Rest,스파,0,서울
1788,Hwanggeumhee Aesthetic Mokdong Store,스파,0,서울
1789,Gallery Zandari,아트갤러리,0,서울
1790,Elise Park,놀이공원 & 테마파크,0,서울
1791,Cheongjakhwarang,아트갤러리,0,서울
1792,꿈의숲 아트센터,아트갤러리,0,서울
1793,Gallery Young,아트갤러리,0,서울
1794,Daboseong Gallery,아트갤러리,0,서울
1795,Saejong Gallery,아트갤러리,0,서울
1796,Jongro Gallery,아트갤러리,0,서울
1797,Gallery Udeok,아트갤러리,0,서울
1798,Chung Won San Bang,건축물,0,서울
1799,Catholic Hwarang,아트갤러리,0,서울
1800,Gallery Art Side,아트갤러리,0,서울
1801,Yemaekhwarang,아트갤러리,0,서울
1802,Gallery Indeco,아트갤러리,0,서울
1803,Shinhan Art Hall,아트갤러리,0,서울
1804,Rodeng Gallery,아트갤러리,0,서울
1805,Hanhwa Galleria,아트갤러리,0,서울
1806,Water Pia,스파,0,서울
1807,Dambi Pibu Chaehyeong Gwanrisil,특산물 & 기념품 가게,0,서울
1808,Donam Gidokgyo Baekhwajeom,특산물 & 기념품 가게,0,서울
1809,Kara Beauty Shop,특산물 & 기념품 가게,0,서울
1810,Sinrim Eden Christian Department Store,특산물 & 기념품 가게,0,서울
1811,Belskin Lake Palis Branch,특산물 & 기념품 가게,0,서울
1812,Shinjeong Gidokgyo Baekhwajeom,특산물 & 기념품 가게,0,서울
1813,Banpo Golf,특산물 & 기념품 가게,0,서울
1814,LeeAhn Bareunmom Research Center,특산물 & 기념품 가게,0,서울
1815,Beauty Manager,특산물 & 기념품 가게,0,서울
1816,Nohwaja Takgoo Gyosil,스포츠 컴플렉스,0,서울
1817,Marian Nezo,특산물 & 기념품 가게,0,서울
1818,Juvis Mokdong Store,특산물 & 기념품 가게,0,서울
1819,Jerusalem Christian Department Store,특산물 & 기념품 가게,0,서울
1820,Minerva,특산물 & 기념품 가게,0,서울
1821,Saejong Takgoojang,스포츠 컴플렉스,0,서울
1822,Songpa Young Takgu Club,스포츠 컴플렉스,0,서울
1823,Hana Takgoo,스포츠 컴플렉스,0,서울
1824,Eonyak Gidokgyo Baekhwajeom,특산물 & 기념품 가게,0,서울
1825,Hanshin Shi Hwaseok Sogeum Jjimjilbang,스파,0,서울
1826,Urban Art,아트갤러리,0,서울
1827,Gallery Sodobi,아트갤러리,0,서울
1828,Cheongdam Gallery,아트갤러리,0,서울
1829,Gallery Simon,아트갤러리,0,서울
1830,Aso Gallery,아트갤러리,0,서울
1831,Gallery Focus,아트갤러리,0,서울
1832,Hyundai Bowlingjang,볼링장,0,서울
1833,Fitness Today,헬스클럽,0,서울
1834,CGV Sungshinyeodae Ibgoo,영화극장,0,서울
1835,Nongam Oncheon Leisure,온천 & 간헐천,0,서울
1836,Peter Choi,특산물 & 기념품 가게,0,서울
1837,Park Young Sook Yo Ceramics,특산물 & 기념품 가게,0,서울
1838,갤러리 두루,아트갤러리,0,서울
1839,Line Gallery,아트갤러리,0,서울
1840,Gallery Sangmundang,아트갤러리,0,서울
1841,Lotte Cinema Shinlim location,영화극장,0,서울
1842,Bocheon Gajok,영화극장,0,서울
1843,Miro Space,영화극장,0,서울
1844,Museum of Korea Straw and Plants Handicraft,전문 박물관,0,서울
1845,Museum of Diplomacy,전문 박물관,0,서울
1846,Yoogeum Museum,전문 박물관,0,서울
1847,Woomjip Teojeon Shigwan,자연사 박물관,0,서울
1848,Toy Kino Museum,전문 박물관,0,서울
1849,Kimeunah Piboo Gwanlisil,스파,0,서울
1850,Milal Misoolgwan,아트뮤지엄,0,서울
