,name,score,loc,lowest_price,category,loc2,SIG_CD
0,광주 상무 호텔 수,4.5,"상무지구 중심가,시청 인근,먹자골목 앞-267.1km",55000.0,m,상무지구/금호지구/유스퀘어/서구,29140
1,광주 상무 호텔 카르마,4.8,상무지구 중심가 위치 / 먹자골목 부근-267.1km,60000.0,m,상무지구/금호지구/유스퀘어/서구,29140
2,광주 상무 부띠끄호텔와인,4.5,운천저수지 바로 앞 위치-267.6km,46000.0,m,상무지구/금호지구/유스퀘어/서구,29140
3,광주 상무 호텔 갤러리(HOTEL GALLERY),4.6,"상무지구 중심가위치, 김대중컨벤션1km-267.6km",50000.0,m,상무지구/금호지구/유스퀘어/서구,29140
4,광주 상무 퀸호텔,3.8,상무역 도보로 6분 눌러서 위치 확인하기-267.7km,50000.0,m,상무지구/금호지구/유스퀘어/서구,29140
5,광주 상무 YAJA 광주상무점,5.0,광주시청 차량 4분-267.7km,65000.0,m,상무지구/금호지구/유스퀘어/서구,29140
6,광주 금호 YAM 광주금호점,4.8,금호지구 먹자골목-269.5km,53000.0,m,상무지구/금호지구/유스퀘어/서구,29140
7,광주 풍암동 S,4.9,광주 월드컵 경기장 도보 8분거리-270.1km,45000.0,m,상무지구/금호지구/유스퀘어/서구,29140
8,광주 농성동 호텔 어반라이프(LIFE&BUSINESS HOTEL),4.8,유스퀘어 도보 5분 거리-266.3km,90000.0,m,상무지구/금호지구/유스퀘어/서구,29140
9,광주 화정동 더알아보다,3.5,눌러서 위치확인-266.6km,46535.0,m,상무지구/금호지구/유스퀘어/서구,29140
10,광주 화정동 스퀘어,4.6,광주종합버스터미널 도보3분눌러서위치확인-266.6km,45000.0,m,상무지구/금호지구/유스퀘어/서구,29140
11,광주 상무 호텔 맨하탄,4.5,광주 치평동 상무지구 위치-267km,40000.0,m,상무지구/금호지구/유스퀘어/서구,29140
12,광주 상무 앨리스 비즈니스 호텔,4.4,컨벤션센터(차량3분)/시청(차량3분)-267.1km,60000.0,m,상무지구/금호지구/유스퀘어/서구,29140
13,광주 상무 상지호텔,4.2,상무지구 인근-267.3km,43000.0,m,상무지구/금호지구/유스퀘어/서구,29140
14,광주 상무 샤인호텔,4.7,5.18 기념공원 인근 위치-267.3km,40500.0,m,상무지구/금호지구/유스퀘어/서구,29140
15,광주 상무 EQ,4.5,운천역 도보 7분-267.5km,60000.0,m,상무지구/금호지구/유스퀘어/서구,29140
16,광주 상무 드라마,4.6,"상무역 인근, 먹자골목 중심 위치 !-267.6km",35000.0,m,상무지구/금호지구/유스퀘어/서구,29140
17,광주 상무 더블유 라운지호텔 (W LOUNGE HOTEL),4.6,상무지구 중심가 위치-267.6km,55000.0,m,상무지구/금호지구/유스퀘어/서구,29140
18,광주 상무 M,4.8,"상무지구 중심가 위치, 상무-운천역 중심-267.6km",45000.0,m,상무지구/금호지구/유스퀘어/서구,29140
19,광주 상무 호텔 메이킹(HOTEL MAKING),4.7,상무역 5번출구 도보 4분 눌러서위치보기-267.7km,60000.0,m,상무지구/금호지구/유스퀘어/서구,29140
20,광주 금호 삼화,4.7,광주 서구 금호동 서구문화센터 인근 눌러서 위치 확인하기-269.6km,40000.0,m,상무지구/금호지구/유스퀘어/서구,29140
21,광주 금호 월드,4.8,금호동 먹자골목위치-269.4km,44000.0,m,상무지구/금호지구/유스퀘어/서구,29140
22,광주 상무 호텔 네모 (HOTEL NEMO),4.5,광주시청 도보 13분-267.2km,50000.0,m,상무지구/금호지구/유스퀘어/서구,29140
23,광주 상무 애플,4.6,쌍촌역 3번출구 도보 7분 눌러서 위치 확인하기-267.3km,40000.0,m,상무지구/금호지구/유스퀘어/서구,29140
24,광주 상무 허니문,4.5,눌러서 위치 확인하기-267.3km,40000.0,m,상무지구/금호지구/유스퀘어/서구,29140
25,광주 상무 호텔 유토피아,4.4,광주 상무지구 골든유토피아 8층/9층-267.1km,40000.0,m,상무지구/금호지구/유스퀘어/서구,29140
26,광주 상무 럭셔리 호텔,4.7,상무중심가위치/상무역인근/운천저수지인근!-267.7km,50000.0,m,상무지구/금호지구/유스퀘어/서구,29140
27,광주 금호 힐링,4.6,광주월드컵경기장 차로 7분-269.4km,40000.0,m,상무지구/금호지구/유스퀘어/서구,29140
28,광주 화정동 명품 무인텔,4.6,광주 서구 화정동 위치  눌러서 위치 보기-266.6km,66000.0,m,상무지구/금호지구/유스퀘어/서구,29140
29,광주 상무 T,4.6,광주 치평동 상무지구 위치-267.7km,38000.0,m,상무지구/금호지구/유스퀘어/서구,29140
30,광주 농성동 호텔 발렌타인(HOTEL BALLANTINE),4.7,"유스퀘어,기아챔피언스필드 도보 5분-266.3km",78000.0,m,상무지구/금호지구/유스퀘어/서구,29140
31,광주 상무 호텔 시애틀(HOTEL SEATTLE),4.8,눌러서 위치확인 GOGO! 상무역 5번 출구 앞 -267.7km,55000.0,m,상무지구/금호지구/유스퀘어/서구,29140
32,광주 상무 신라,4.7,상무역 도보 5분거리 눌러서 위치 확인하기-267.6km,50000.0,m,상무지구/금호지구/유스퀘어/서구,29140
33,광주 상무 호텔 스테이53,4.8, 눌러서 위치 확인하기-267.7km,77000.0,m,상무지구/금호지구/유스퀘어/서구,29140
34,광주 상무 마스터스,4.5,"상무역,시청 인근/ 상무지구 중심가 위치-267.3km",55000.0,m,상무지구/금호지구/유스퀘어/서구,29140
