,name,score,loc,lowest_price,category,loc2,SIG_CD
0,포항 대잠동 넘버25 포항대잠점,4.7,포항 시외버스터미널 도보 1분-274.6km,45000.0,m,포항/남구(시청/시외버스터미널/구룡포/쌍사/문덕/오천),47111
1,포항 상도동 vinn HAUS,4.7,포항터미널 초 인근 눌러서 위치보기-274.9km,40500.0,m,포항/남구(시청/시외버스터미널/구룡포/쌍사/문덕/오천),47111
2,포항 해도동 아리아 비즈니스호텔,4.8,포스코단지 건너편/출장객 최적의 위치-276.4km,45000.0,m,포항/남구(시청/시외버스터미널/구룡포/쌍사/문덕/오천),47111
3,포항 대잠동 투겐하트 호텔,4.8,시외버스터미널 바로앞 위치! 도보 3분거리 -274.6km,40000.0,m,포항/남구(시청/시외버스터미널/구룡포/쌍사/문덕/오천),47111
4,포항 대잠동 수비즈텔,4.4,#눌러서 위치보기-274.7km,36000.0,m,포항/남구(시청/시외버스터미널/구룡포/쌍사/문덕/오천),47111
5,포항 대잠동 호텔 라인,4.9,포항 시외버스터미널 바로앞(위치보기)-274.7km,35000.0,m,포항/남구(시청/시외버스터미널/구룡포/쌍사/문덕/오천),47111
6,포항 대잠동 호텔 플레이(PLAY),4.6,＃포항 시외버스 터미널 인근 # 조식제공-274.8km,40000.0,m,포항/남구(시청/시외버스터미널/구룡포/쌍사/문덕/오천),47111
7,포항 상도동 XYM1,4.5,"포항시외버스터미널, 홈플러스 도보 1분-275.1km",35000.0,m,포항/남구(시청/시외버스터미널/구룡포/쌍사/문덕/오천),47111
8,포항 해도동 올레 무인텔,4.6,죽도시장/포스코/포항 고속버스터미널 초인근-275.2km,40000.0,m,포항/남구(시청/시외버스터미널/구룡포/쌍사/문덕/오천),47111
9,포항 오천 오렌지무인텔,4.4,"포항 최고넓은방 보유,메가박스 남포항인근-281.2km",40000.0,m,포항/남구(시청/시외버스터미널/구룡포/쌍사/문덕/오천),47111
10,포항 문덕 엘리,4.7,문덕온천 차로 2분거리-282.4km,45000.0,m,포항/남구(시청/시외버스터미널/구룡포/쌍사/문덕/오천),47111
